age,study_hours,class_attendance,sleep_hours,sleep_quality,exam_difficulty,facility_rating,exam_score
24,7.91,95.9,9.4,3,2,1,100
17,1.13,52.5,9.5,2,2,3,50.9
20,3.54,91.1,6.3,2,3,3,63.7
23,0.25,66.4,7.1,2,2,3,43.7
24,5.46,57.5,6.3,1,2,1,54.7
18,3.7,70.4,6.2,3,2,2,76.2
18,4.48,78.2,4.1,2,3,3,65.8
19,5.59,51,7.5,2,2,3,80.4
21,6.11,85.1,8.9,3,3,3,71.3
24,7.73,63.7,6.4,2,3,2,81.9
18,6.91,82.2,9.1,2,3,1,90.6
18,2.59,49.4,6.7,1,3,2,25.8
19,5.82,43.4,7.8,3,2,1,69.3
23,0.61,49.7,4.1,2,2,2,37.4
17,1.09,50.8,7.7,1,1,2,55.1
20,3.68,85.7,5.8,1,2,1,62.4
17,3.68,69.6,8.8,1,1,1,57.7
18,4.05,85.8,4.1,2,2,2,76.8
24,3.8,84.8,4.7,3,1,3,64.5
17,5.13,54.7,8.9,3,3,3,68.8
19,7.63,94.7,6.7,1,1,1,80.7
24,1.38,86.1,5.6,2,2,2,63.1
21,2.86,45.1,4.1,3,2,3,49.5
17,0.59,74.3,6.2,1,2,2,53.4
20,1.6,64.8,8.8,3,2,1,55.3
24,7.9,67.6,7.2,3,3,1,96.7
20,0.32,62,4.7,3,2,2,30.3
21,1.71,69.8,6.2,2,2,2,51.5
21,3.41,61.3,6.1,1,1,1,61.1
22,2.34,67.8,4.6,1,3,2,59.9
18,4.36,72.7,6.2,3,2,1,66.8
23,7.91,83.8,4.8,3,3,2,83.4
24,5.63,49.1,8.3,3,3,2,64.9
18,3.25,48,5.4,1,3,1,35.5
23,5.46,69.9,5.7,1,2,1,55.8
23,6.98,68.5,4.9,2,2,2,87.4
22,1.83,73.8,8.8,3,2,3,51.6
19,5.74,76.8,9.6,3,2,2,73.1
20,4.91,56.4,5.2,3,2,2,68.9
23,5.87,78.9,7.2,1,3,2,59.6
18,0.67,69.7,9.5,1,2,2,37.4
23,5.86,69.8,9.7,1,2,1,73.6
24,6.3,75.6,4.8,2,2,3,71.8
22,5.5,76.7,7.6,3,3,2,67
19,1.58,77,7,3,2,1,47.2
21,1.29,89.8,6.5,1,1,1,43.3
17,5.91,70,8.9,1,2,3,89.8
24,5.18,96.5,4.2,2,2,2,64.2
19,7.87,96.8,9.1,1,2,3,100
17,3.64,60.1,5.4,3,1,2,68.6
23,1.83,92.9,4.9,3,2,2,54.2
22,6.16,65.3,7.8,1,1,3,57.5
21,5.99,98.5,9.6,1,2,3,100
17,4.18,95.6,7.1,3,3,3,80.6
23,5.97,66.4,9.8,1,2,2,72.5
22,2.48,61,7.7,1,2,3,38.6
23,1.73,81.2,7.6,3,2,2,55.2
23,1.01,62.1,5.1,3,2,1,27.4
18,2.32,79.6,4.9,1,1,2,24
18,5.24,65.3,7.8,1,2,3,52.1
24,2.07,70.1,4.4,2,3,1,22.5
21,7.07,62.7,9.8,3,1,1,82.9
20,2,87.8,5.7,3,2,1,45.7
19,5.48,76.1,6.8,2,3,1,80
22,4.22,81,5.1,1,2,2,62.1
23,1.69,89.3,6.7,1,2,2,50.2
17,4.45,87.8,5.4,2,2,2,83.7
21,7.64,70.6,9,1,2,1,62.5
24,7.55,55.3,4.4,1,2,3,100
19,2.33,61.8,6.5,2,3,2,46.1
19,4.29,73.1,8.6,3,2,1,87.8
24,1.21,54.3,9.3,2,3,2,26.8
17,3.75,86.8,9.8,1,2,2,64.9
20,2.57,53.8,4.3,3,2,1,60.6
20,7.44,60.1,4.8,3,3,1,79.7
23,5.06,78,5.5,3,2,2,81.8
18,1.48,81.9,9.7,1,2,2,76.6
20,7.91,63.7,9.8,1,1,2,68.6
18,5.55,85.3,7.5,2,2,2,85.1
23,1.08,94.1,8.4,1,1,2,36.9
22,6.4,49.9,6.8,3,3,2,74.9
20,4.46,95,9.4,2,3,3,68.7
20,3.2,72.3,4.7,3,3,2,55.2
18,1.57,66.9,8.8,1,2,3,42.2
24,2.22,87.8,6.9,3,2,3,56.3
22,1.34,87,6.7,3,2,2,52.1
19,6.43,81,7.4,3,2,2,90.7
20,2.18,64.5,6.8,1,3,2,45.9
22,3.76,56,9.1,2,1,1,47.2
22,7.74,61.6,5.4,2,3,1,75.1
20,7.91,74.4,4.8,3,2,3,88.5
19,6.33,73.8,7.8,2,3,3,58
22,6.39,95.4,8.5,1,1,3,79.8
22,7.56,67.4,7,1,1,1,77.1
21,6.37,80,7.9,3,2,3,75.9
17,3.61,79.6,6.9,1,2,1,58.5
20,0.48,83.9,9,1,1,1,52.8
21,1.67,99.4,8.3,1,3,3,67.7
24,3.56,88.1,9.8,2,2,1,71.5
21,2.12,42.4,7.6,3,3,3,59.5
19,2.63,88.7,8,2,1,3,65.3
21,0.47,99.4,7.2,2,1,2,60.5
18,4.42,42.3,7.3,2,2,3,56.2
17,2.81,75.8,4.5,1,2,2,71.4
22,2.07,76,6.7,3,1,2,53.7
24,4.88,71.5,5.4,1,3,3,70.4
23,2.21,92.5,9.8,1,1,1,53.8
21,3.81,88.9,9.4,2,3,2,79.1
17,1.97,50.3,6.5,2,1,1,52.8
24,5.44,46.2,4.7,3,3,3,64.4
20,6.83,50,6.3,1,1,1,60.6
19,0.65,93.2,9.9,2,1,1,38.5
24,6.56,45.9,4.4,3,3,3,81.6
22,6.81,78.8,9.4,1,3,3,83.8
22,7.72,81,4.6,2,1,2,97.3
19,6.62,53.1,7.3,3,2,2,79.6
24,4.42,53.8,9.2,1,2,3,48.6
20,0.56,90.1,7.7,2,1,1,47
21,0.6,65.2,5,3,2,3,41.6
23,1.57,70,9.9,3,1,2,63.3
22,3.58,63.8,9.2,2,1,2,68.3
18,7.64,51,4.9,2,2,3,79.9
19,1.4,66.4,7.1,3,3,1,61.7
19,4.31,56.2,7.9,2,3,3,76.8
24,7.91,58,7.5,1,1,3,70.5
22,0.11,52.1,6.1,2,2,1,51.1
19,0.38,77.6,8.9,2,3,1,56.9
22,2.16,57.2,5.7,3,2,3,47.4
22,1.8,49.9,5.8,3,1,1,40.6
20,3.99,88.5,7.3,3,1,3,84.4
20,3.36,74.6,4.4,1,2,1,68.1
24,4.67,91.5,4.5,2,3,2,73.7
21,1.18,86.9,9.8,1,2,3,64.1
18,5.49,62.3,6.6,1,2,2,82.1
22,1.72,73.7,7.4,3,3,3,80.6
21,3.62,99.2,9.9,2,1,1,86.6
21,0.27,61.5,9.9,2,1,3,45.8
22,6.38,54.4,8.6,3,2,2,76.5
24,5.02,49.8,7.5,3,2,3,65
19,1.67,96.4,5.5,2,2,1,43.9
20,4.81,55,5.1,2,2,1,47.1
18,3.5,95.7,4.7,2,2,3,61.8
22,6.61,75.5,6.2,2,2,3,100
20,7.87,75.4,5.6,3,3,2,82.3
19,1,64,9.1,3,1,3,58.6
22,3.92,63.8,9.5,1,3,3,60.5
20,2.06,59.2,7.6,2,1,1,40.4
20,6,83.8,7.9,3,1,3,93.4
20,0.28,84.3,7.2,2,3,1,42
19,4.36,71.9,4.7,2,2,3,76.1
18,6.86,66.9,9.1,1,2,3,81.4
23,3.11,78.1,4.2,2,3,2,57.2
17,6.7,69.5,8,3,2,3,82
19,1.18,89.5,5,1,3,1,60.9
22,7.35,43.9,8.7,2,3,2,79.6
18,6.33,94.2,7.9,3,1,1,92.5
22,3.13,71.5,5.5,3,3,3,64.2
22,1.05,70.6,8.7,1,1,3,41.6
22,4.16,63.5,8.7,1,2,1,67.6
19,5.36,71.9,7,1,2,3,76.6
17,1.03,53.2,7.3,1,2,1,44.3
24,7.47,69.8,4.6,2,1,3,84.1
19,6.1,63.9,6.6,3,3,1,82.9
23,7.61,57.6,8,1,2,1,72.5
18,2.39,52.7,4.4,1,3,2,46.6
18,3.47,91.6,6.2,2,2,1,79.6
23,1.92,91,6.7,1,2,2,34.8
24,2.19,69.1,8.3,2,1,1,22.3
23,1.16,53.9,6.2,3,2,1,49.3
23,1,67,9.6,3,2,2,49.3
18,5.37,95.5,8.8,3,2,3,99.5
24,1.26,86.8,7,2,1,1,45.7
22,1.07,88.5,8.3,2,1,1,40.3
18,4.28,82.2,5.9,2,3,3,72
18,5.63,83.4,7,2,2,1,67.4
23,6.22,49,7.4,2,2,3,65.7
19,4.64,60.8,5.7,3,1,3,85.8
23,1.61,89.9,9.1,2,3,2,60.6
18,4.59,50.6,7.3,1,2,1,40.4
19,5.01,44.5,6.8,1,2,3,61.2
19,2.06,90.8,5.9,1,2,2,69.4
19,1.16,86.8,9.3,1,2,1,49.4
22,7.41,49.5,5.9,2,1,2,75.9
24,0.77,71.7,4.7,2,2,1,45.7
24,2.22,42.5,4.5,1,2,2,61.3
22,1.85,48.9,9.2,3,2,3,47.5
18,7.14,55.4,5.9,1,3,2,75.9
24,4.02,82.2,7.9,1,2,3,65.8
21,7.65,58.3,9.9,3,3,2,88.8
21,6.63,88.6,5.6,1,2,1,78
22,6.04,41.4,7.8,1,1,3,67.8
23,1.41,40.6,7.3,2,1,3,59.9
24,2.75,58,4.4,2,2,2,45.8
21,6.56,83.9,6.1,3,2,2,99.3
21,7.87,97.1,4.8,2,2,1,85.9
22,7.02,58.9,5.5,2,1,1,70.9
19,7.59,73.4,9.2,2,1,1,61.6
19,5.13,42.5,6,3,2,2,45.7
22,3.86,40.6,4.2,1,3,2,64.9
17,4.12,40.9,9.3,3,1,2,71.1
19,3.67,45.8,9.5,2,1,2,47.1
22,1.24,92.5,7.3,2,1,1,62
24,2.45,78.5,6.1,3,3,1,61.9
21,0.72,93.9,8.9,2,2,3,71.4
20,0.71,90.1,4.6,2,1,2,23.9
20,2.49,85.9,7.7,1,1,1,45.7
22,5.33,61.2,4.9,1,2,1,48.7
21,4.91,48,9.2,1,3,2,56.7
17,4.48,46.2,8.6,2,1,2,53
21,5.99,41.5,9.4,1,2,1,46.2
20,3.38,50.7,9.8,3,3,3,72
22,3.54,41.1,8.8,3,3,2,60.7
24,4.14,81.3,5.6,3,1,2,64.4
24,0.53,63.3,7.7,1,2,3,33
21,4.65,71.7,9.6,1,3,1,69.6
19,6,68.7,5.1,1,2,2,82.8
20,2.11,57,5.1,1,3,1,28.1
18,6.84,46.9,8.5,1,3,1,69.9
24,2.13,72.5,7.8,2,1,1,37.3
23,4.11,91.8,6.7,1,2,2,48.7
23,7,85,4.5,1,2,1,93.3
19,5.91,95.9,8.6,1,2,3,73.1
19,4.61,61.4,6,3,3,1,51
23,4.98,90.7,9.5,3,2,2,84.6
21,0.87,83.4,7.6,3,1,3,55.7
22,5.59,96.6,8.5,2,1,1,80.9
20,4.9,57.3,5.1,2,1,1,41.2
20,0.68,88.2,8.1,3,2,3,74.7
22,0.99,70.5,9.8,3,2,1,43
23,7.77,66.2,5.3,2,1,1,73.5
19,1.42,67.9,8.4,1,1,3,56.4
23,7.17,66,6.4,3,2,2,99.4
18,2.21,92.6,4.6,1,3,2,56.4
20,3.17,96.7,9.4,1,3,3,85.8
24,4.44,79.8,6.6,2,1,3,77.6
24,5.01,51.6,6.1,2,3,2,41.8
24,3.98,65.2,8.8,3,2,3,79.1
19,2.79,61.3,4.1,3,1,1,44.6
23,3.99,80.3,7.5,3,2,2,56.4
24,5.61,44.2,4.3,2,2,2,62.3
24,3.17,79.2,9.7,3,1,2,52.4
17,4.36,68,9.4,2,2,2,61.5
22,3.03,55.7,7.9,3,1,1,51.3
24,2.64,43.8,7.2,1,2,2,46.7
23,2.39,43.2,8.7,1,2,1,27
18,1.79,93.5,8.2,3,2,3,68
23,6.09,74.6,6.6,3,1,3,95.4
17,7.87,73.1,5,1,2,3,70.5
20,0.23,41.1,9.1,3,2,1,33.4
22,1.57,86.3,8.1,2,2,1,33.4
20,7.71,52.6,5.9,3,1,3,83.4
22,2.73,63,6.6,1,3,3,38.5
18,3.11,78.8,8.4,3,2,2,86.7
21,5.3,48.1,7.8,2,2,2,53.3
22,2.82,87.8,9.5,1,3,2,51.7
22,3.94,90.1,4.2,2,1,2,73.3
19,7.21,71.2,7.8,2,1,1,69.2
19,4.52,61.9,6.3,2,2,3,73.7
19,5.34,55.1,5.7,1,1,1,56.5
20,1.74,83.4,9.4,1,2,3,51.8
21,2.09,60.4,6.6,2,2,2,40.2
19,7.13,88.6,6.5,2,2,2,74.7
20,7.34,83.9,5.7,1,2,3,93
19,6.46,61.2,8.5,3,2,3,93.2
18,0.98,53.7,6.6,1,3,1,44.9
22,6.55,61.5,6.4,3,2,2,85.4
23,0.15,60.5,8.2,1,1,2,25.3
19,4.77,97.4,7.7,3,1,2,74.7
23,5.4,77.6,9.9,1,2,2,91
21,3.41,79.5,5.9,3,1,2,65.5
18,3.83,57,9.6,1,2,3,56.6
19,5.93,61.9,7,1,1,1,61.4
17,7.16,68,4.2,3,3,3,83.8
17,1.51,98.6,8.3,3,1,2,68.7
19,1.11,80.1,6.3,3,3,2,64.3
20,5.04,49.2,9.3,2,2,2,90.9
23,1.85,99.4,6.5,2,2,3,58.3
18,1.55,56.2,4.7,2,3,1,31.3
23,1.63,77.3,8.1,1,2,1,40.3
18,1.57,92.5,6.1,2,2,3,61.5
18,3.82,76.9,7.7,1,2,1,54.9
22,7.72,95.6,5.7,3,1,2,78.9
23,6.62,90.9,6,2,1,3,69.3
21,4.35,42.1,7.1,3,2,2,77.6
17,0.65,81.2,7.1,3,2,1,48.4
17,5.38,83.3,9.9,1,3,2,61.5
20,3.61,62.3,7.2,2,1,3,81.9
20,6.23,94.6,7.6,2,2,3,93.9
24,3.95,88.1,9.1,3,1,1,69.5
19,5.35,62,4.1,1,3,1,38.7
18,1.6,53.4,9.6,2,2,2,56.2
24,6.67,52.8,6,2,2,1,51.7
18,6.24,53.2,9,1,2,3,54.4
17,2.99,75.4,7.6,3,1,3,68.8
20,7.71,78.6,9.1,1,3,2,70.5
20,1.28,48.9,6.3,1,1,3,23.7
21,0.16,72.9,9.1,3,1,2,54.5
24,6.11,55,9.6,3,1,2,80.8
24,4.8,94.6,5.8,2,2,2,55.6
19,0.89,91.4,7.7,3,2,2,69.9
24,1.28,46.9,5.3,2,2,2,19.599
22,1.05,55.1,8,2,1,2,40.3
17,1.33,96.7,9.6,1,1,1,34.5
24,3.69,57.9,7.9,2,1,2,63.7
18,0.41,88.9,8.4,3,2,2,53.6
21,4.16,43,9.3,3,2,1,54.2
23,4.84,63.3,8.1,2,3,1,61.8
18,5.82,76.9,5.5,1,3,2,65.6
19,7.57,64,8,3,2,2,79.5
20,0.66,87.4,9.6,3,2,2,50.7
24,0.28,98.8,8.3,2,2,2,46.9
18,1.11,70.8,5.6,3,2,2,62.1
22,2.7,67.8,9.4,2,2,3,43.9
20,4.2,82.3,9.5,1,3,1,62.7
17,0.08,85.2,5.4,2,3,3,55
22,5.54,43.6,6.2,2,2,1,51.1
23,7.66,66.3,4.7,3,2,3,100
21,2,70,9.6,2,2,1,59.8
18,0.08,58.4,7.5,3,1,1,32.2
18,6.03,85.5,5.9,1,1,2,60.7
20,6.16,93.2,5.6,1,2,3,85.8
21,0.35,90.7,7.4,2,2,2,68.6
21,4.94,78,9.8,1,2,2,66.9
18,1.94,87.7,6.8,1,2,3,72.5
21,5.06,54,9.9,2,2,1,72.3
19,5.81,41.5,8.4,3,2,3,62.6
22,1.78,70.8,8.2,2,1,2,64.8
23,2.09,64.6,4.9,2,3,2,47.6
22,4.89,92.9,5.2,1,2,1,76.3
17,4.66,87.3,8.4,3,2,3,89.9
24,7.09,62.9,5,3,2,1,55.8
17,4.08,41,7.3,1,2,3,42.5
24,6.4,56.5,7.1,3,2,3,83.2
17,5.86,61.6,8.3,2,2,3,85.7
21,5.33,80.6,7.3,2,1,1,72.6
17,1.53,94.2,5.3,1,1,3,48.5
17,2.21,53.3,8.7,3,2,3,77.1
22,4.53,87.2,8.7,2,2,2,96.7
22,0.53,83.7,4.2,2,1,3,52.1
17,0.36,61.2,7.3,1,1,1,23.8
24,0.4,41,4.5,3,2,3,39.1
19,7.37,42,4.7,3,1,3,81
19,5.51,77.2,4.3,1,1,2,73.2
19,6.69,90.8,8.6,1,3,3,95.2
20,7.71,77.9,7.4,1,1,3,90.4
18,5.61,86.4,7,1,2,3,93.1
20,4.12,70.2,5.3,3,2,2,65.4
18,3.83,55.8,4.1,3,3,1,47.7
17,5.97,42.4,5.3,1,2,2,65.6
19,6.94,89,5.9,3,1,2,97.6
22,6.64,68.5,9.2,3,3,2,92.8
23,3.94,92.6,4.9,3,2,1,82.9
19,6.19,62.2,5.3,2,1,2,82.7
19,3.81,56.6,4.8,1,2,2,30.1
23,3.08,80,8.7,1,2,2,60.1
22,2.38,76.3,4.9,3,2,2,57.3
23,0.44,82.3,4.6,1,2,2,38
24,1.61,45.5,7.1,2,2,1,19.599
23,5.84,45,7,1,2,2,64.4
24,1.37,74.3,6.7,3,3,3,71.6
20,7.21,72.9,9.1,2,2,3,100
20,0.63,45.6,7.3,1,2,3,33.1
19,0.41,65.8,4.1,2,2,3,26.8
18,3.85,78,5.9,1,2,1,33.5
22,1.78,72.5,8.7,3,2,3,73.2
22,0.82,51.2,4.8,2,3,1,34.4
23,0.48,95.7,9.1,3,3,3,59.6
18,4.22,42.1,7.1,2,3,1,45.9
20,2.08,56.4,6,1,3,2,46.3
18,4.45,44.1,5.3,1,2,1,30
24,1.19,57,5.9,2,1,3,37
19,0.2,81.1,4.3,2,1,2,49.8
18,0.22,41.4,7.4,1,1,1,19.599
21,0.9,42.3,5.5,2,2,3,42.6
24,6.37,52.4,9.2,2,1,1,57.8
24,3.59,41.7,4.9,2,2,2,38
17,4.99,63.4,6.8,1,1,3,64.6
19,7,53.8,8.3,2,3,1,72.4
18,1.7,59.3,8.5,2,2,1,40.5
19,6.97,90.2,5.3,1,2,2,86.4
21,5.97,65.9,9.7,1,2,1,71.4
19,5.83,40.9,9.7,1,2,2,55.1
17,6.97,72.8,6.5,2,1,1,75.3
21,1.01,46.6,6.8,2,1,3,39
17,4.32,43.6,6,1,2,3,69.3
18,3.87,59.6,6.4,1,2,2,46.4
17,5.31,56.3,8.7,2,3,2,52.8
17,1.9,46.7,7.1,2,2,3,47.8
20,1.02,57.9,9.4,2,3,1,46.9
23,7.79,69,6.5,1,1,2,80.4
23,3.73,55.1,8.2,2,2,3,64.8
17,1.86,41.9,8.4,1,2,3,36.4
17,1.03,93.6,6,2,2,1,62.9
19,4.75,79.1,9.5,2,2,3,81.8
22,1.18,82.4,7.1,2,2,3,55.7
22,1.46,64.5,7,1,2,1,29.4
23,7.62,74.4,4.3,1,2,2,93.1
19,0.23,82.2,9.1,3,2,3,39.3
18,1.49,61.4,7.7,1,2,1,27.3
17,5.37,89.9,5.4,1,2,1,66.7
18,1.74,86.3,5.9,2,2,2,46.2
17,1.46,57.2,6.2,3,1,1,49.1
23,4.45,60,9,2,2,2,69.8
19,5.57,51,8.8,3,1,2,80.8
23,3.45,70.2,7.2,2,3,1,52.6
21,6.25,88.7,8.7,1,2,2,72
21,6.52,73.8,7.4,3,2,2,83.7
20,4.98,61.3,4.9,2,2,3,70.5
23,4.62,64.6,5.3,2,2,1,51
17,6.53,81.6,5.9,2,2,3,89.7
17,0.12,70.9,5.4,1,3,1,24.5
20,4.09,73.2,9.4,2,2,1,76.1
20,1.03,76.6,5.2,3,1,3,56
21,1.77,84.3,4.6,3,1,3,70.9
22,7.59,77.5,9,2,3,1,81.1
21,0.08,81.1,4.8,3,1,3,46.4
19,2.46,80,4.1,2,3,2,37.9
19,1.23,95.6,8.1,1,3,3,46.1
23,4.56,84.2,4.9,1,2,1,53.5
18,6.75,72.8,6.4,2,3,1,69.4
21,3.13,93.9,5.9,1,2,3,62.8
21,6.7,94,9.8,3,1,3,100
23,3.52,61.1,4.6,1,2,3,45.7
22,7.27,88.3,4.3,1,2,1,57.2
20,6.78,98.9,8.7,1,1,1,64.2
19,1.43,52.4,6,1,3,2,36.9
19,7.08,63.8,7.4,3,2,1,94.7
20,1.54,64.9,4.1,2,2,2,52.3
18,3.92,76.6,9.9,1,2,3,74.7
22,1.57,97.8,7.9,2,3,2,55
18,3.09,58.3,7.9,2,1,3,48.1
22,7.88,85.2,8.5,2,2,2,95.5
23,6.12,86.7,6.2,2,1,1,99.5
24,4.43,81.8,6.4,3,1,3,73
17,7.48,75.3,6.6,3,1,2,82.8
23,2.88,74.3,8.8,2,3,2,51.6
17,1.39,56.9,4.5,2,2,3,35.2
19,6.63,48.2,5.7,2,2,2,84
18,0.1,60,8.7,1,2,1,29.8
18,6.44,53.8,4.4,1,1,3,75.6
18,0.17,79.2,9.7,3,3,2,57
17,2.28,91.2,7.3,2,2,3,76.5
23,2.84,49.5,4.7,3,2,1,54.5
17,2.55,79.6,5.2,3,3,2,68.9
20,1.95,47.3,5.2,2,3,3,47.6
22,0.87,62.8,5.1,1,2,3,32.8
24,0.08,50.4,7.1,2,2,1,22.2
23,6.2,58,8.9,3,2,2,81.8
18,3.66,91.5,5,3,1,1,77.3
24,1.3,65.2,4.3,3,3,1,47.6
22,0.66,46.5,4.2,2,1,3,19.599
18,2.23,51.9,4.8,3,3,2,45.9
20,2.83,90.6,5.2,1,2,2,56.3
24,3.69,64.6,6.5,1,1,3,63.7
20,0.81,96.2,8.5,1,1,3,46.1
18,7.84,73.7,4.1,1,1,1,90.8
24,2.15,70.4,5.7,1,1,3,43.6
24,3.53,67.4,4.2,1,2,3,31.6
24,5.67,86.4,9.9,3,2,2,95.9
24,2.48,90.1,8.2,1,1,2,45.5
23,0.66,47.6,5.2,3,2,1,27
20,3.01,64.5,4.6,2,1,1,46.5
18,4.42,57,5.7,1,1,3,66.6
21,6.73,94,8.4,2,2,2,95.6
18,2.94,84.1,9.9,3,2,1,61.2
20,7.12,57.5,5.6,3,1,1,61.8
22,4.37,64.5,8.9,3,1,3,60.5
24,5.74,65.2,9,3,1,1,75.9
19,0.24,95.9,8.1,1,1,3,60.5
19,7.17,68.4,7.1,1,3,3,100
22,1.71,41.1,9.6,1,2,2,46.7
17,2.61,83.8,7.9,1,2,2,51.4
21,4.19,45.8,7.1,3,1,3,67.6
22,7.68,77.8,7.7,3,1,3,88.5
21,2.77,70.8,8.6,1,1,3,33.8
20,1.76,85.8,4.8,1,1,2,65.8
23,7.69,73,9,1,3,3,93.9
19,6.47,50.5,9.1,3,3,2,82.1
22,5.31,93.6,6.1,2,1,2,78.2
20,3.28,94.2,4.4,2,3,1,60
17,3.36,65.2,8.7,3,3,2,72.5
21,7.61,76.6,9.3,3,2,3,98.8
17,0.55,73.1,7.5,1,1,2,34.8
24,6.06,72.1,8.5,2,3,3,79.1
21,4.81,45.4,8.6,3,2,1,60.8
19,7.75,69.6,5.7,2,1,3,78.4
20,4.47,53.5,4.7,3,3,2,65.8
21,2.24,87.9,9.3,1,2,3,78.3
19,6.24,90.9,5.5,1,2,1,69.5
19,7.89,41.1,6.6,3,1,1,57.6
20,7.26,84.2,9.3,1,1,1,63
19,2.36,46.9,5.9,2,1,2,34
23,2.77,40.6,6.5,3,2,3,47.4
17,6.04,40.8,4.2,2,3,2,70.7
23,4.79,68,4.5,1,1,3,79.9
19,0.09,88.8,8,3,3,2,70.8
21,1.13,58.7,9.7,1,1,2,60.6
18,0.68,95.5,4.7,3,2,3,60.4
20,1.43,65.3,9.5,1,1,3,35
23,2.44,51.3,4.7,3,1,2,47.4
19,7.74,67.5,9.3,1,1,3,81.2
18,5.41,77.6,9.3,1,1,3,50.4
21,0.44,70.3,4.2,2,3,2,43.3
18,4.86,66.4,6.1,1,2,2,56.3
19,3.49,51.3,5.3,1,1,2,34.9
20,6.03,82,9.9,3,2,1,85.7
21,7.07,61,5.8,1,1,2,86.7
22,0.52,98.2,7.3,2,2,1,55.6
22,7.84,64,6.5,3,2,2,100
23,0.46,53.3,7.2,2,1,3,47.6
17,5.86,91.6,8,2,1,1,58.7
19,7.23,52.5,6.2,1,2,2,58.1
17,6.01,50.1,9.4,2,3,3,63.5
17,1.21,83.1,5.4,2,2,1,64.2
18,1.66,57.9,9.2,1,1,3,46.9
21,0.33,65,7.4,2,1,1,39.8
24,1.05,67.1,9.6,1,2,2,49.2
23,0.49,87,9,2,3,3,60.2
22,0.43,74.5,8.5,2,2,1,30.9
23,4.5,84.5,6,1,2,1,54.8
18,0.61,99.2,5.3,2,3,3,36.3
23,3.4,82.7,9.4,3,1,3,76.1
24,5.68,56.7,4.9,1,1,2,61.4
17,0.12,86,4.2,2,2,1,26.5
20,5.11,91,9,3,1,2,62.5
23,6.06,65.8,8.9,2,1,1,65.3
20,4.29,79.6,9.5,3,2,2,83.1
23,3.8,69.4,8.5,2,1,2,56.6
24,5.85,47.7,9,3,2,2,65.5
20,4.24,83.7,4.8,2,2,3,65.1
17,4.07,66.6,7.6,2,2,2,61.8
19,6.41,60.8,9.5,1,1,1,72.4
18,6.7,68.1,9.4,1,1,1,93.8
20,2.95,74.9,9.4,2,2,1,55.4
21,3.32,85.4,8.3,2,2,2,50.7
20,6.41,94.5,6.2,2,1,1,72.8
18,4.36,81.1,5.2,2,1,1,52.4
19,5.49,99.4,4.5,3,2,3,75.6
22,0.6,49.4,4.6,1,2,3,30.3
17,0.76,49.3,4.9,3,2,1,28.4
18,4.25,87.4,7.4,3,2,1,89.1
24,6.55,78,4.2,3,2,2,65.3
17,2.53,91.7,5.1,1,2,1,44.7
20,7.69,80.7,6.1,3,3,1,79.2
18,6.08,40.8,7.9,1,2,2,61.4
17,6.25,80.4,9.1,3,3,2,97
20,6.67,52.7,6.4,3,2,2,100
21,2.04,66.8,6.1,3,3,3,65.8
18,2.64,81.5,7.1,3,2,2,45.6
17,0.95,79.4,7.6,2,3,1,51.1
18,3.04,63,6.2,3,1,1,48.6
22,0.29,82.8,7.9,3,3,1,49.1
23,6.01,96.6,6.4,1,3,3,75.7
18,6.42,53.8,5.2,2,1,3,78.5
19,1.71,47.2,9.1,1,3,1,40.9
19,3.92,48.1,5.2,1,1,2,42.4
19,5.38,67.5,8.7,1,3,3,67.3
18,5.94,57.9,7.5,3,2,3,64.1
17,7.76,68,8.5,3,2,2,79.4
21,1.61,45.1,4.1,2,2,1,28.2
19,1.97,54.8,5.3,1,3,3,47.9
19,6.83,60.8,6.6,3,2,3,98.7
19,0.78,96,9.2,2,3,2,45.7
24,6.29,57.8,4.6,3,1,3,69
21,1.07,42.9,7.4,1,2,2,23.1
20,3.72,58.7,9,2,2,2,42
18,4.74,96.2,4.1,1,1,1,65.6
23,6.14,65.6,4.2,2,2,3,90.9
24,0.92,89.1,6.4,3,1,1,57.5
17,6.59,56,4.6,3,1,1,78.2
24,6.8,48.1,4.5,3,1,1,69.7
22,6.35,69.8,5.3,1,2,2,60.1
17,7.5,82.1,6.9,2,2,2,89.6
23,6.98,90.7,6,2,1,3,86.4
17,6.14,54.5,9.8,2,2,2,87.3
17,4.63,99.2,6.7,1,2,2,88.1
17,6.47,69.4,7.5,1,2,3,66.7
20,7.8,70.1,6.3,2,2,3,91
21,5.1,91.5,4.6,1,2,2,77.6
20,1.94,64.4,6.5,2,1,2,50.1
17,1.98,85.4,6.7,1,2,1,41.8
18,6.37,74.1,9.7,2,3,2,68.5
23,7.91,48.1,9.4,3,2,3,100
24,1.68,42,4.1,2,1,3,50.9
23,7.76,96.1,5.7,1,3,1,79.2
17,2.15,92,7.5,1,2,1,29.8
23,3.3,99,8.2,3,2,3,73.8
22,7.27,80.5,6.7,1,2,3,91.5
21,7.69,78.7,8.3,1,2,3,86.5
18,4.54,52.5,8.3,1,2,1,44
24,7.6,78.5,8.3,3,2,3,93.2
20,6.74,69.3,5.5,1,3,3,66.5
17,6.93,62.6,4.1,3,2,1,88.5
18,6.95,80.9,5.2,3,1,1,69.4
20,3.09,45.1,6.1,3,1,2,65.6
17,0.25,70.2,6.7,3,1,2,39.3
